Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2024-03-01 02:00:00,USA,USA,US,308.27,374.63,43.28,25.06,,false,
2024-03-01 03:00:00,USA,USA,US,305.32,370.88,44.05,25.18,,false,
2024-03-01 04:00:00,USA,USA,US,300.46,365.15,45.07,25.52,,false,
2024-03-01 05:00:00,USA,USA,US,294.57,358.51,46.02,25.7,,false,
2024-03-01 06:00:00,USA,USA,US,289.64,353.31,46.64,25.79,,false,
2024-03-01 07:00:00,USA,USA,US,287.33,350.78,46.97,25.76,,false,
2024-03-01 08:00:00,USA,USA,US,288.7,352.06,46.86,25.48,,false,
2024-03-01 09:00:00,USA,USA,US,289.79,353.36,46.72,25.43,,false,
2024-03-01 10:00:00,USA,USA,US,291.45,355.55,46.32,25.53,,false,
2024-03-01 11:00:00,USA,USA,US,295.75,360.88,45.34,25.56,,false,
2024-03-01 12:00:00,USA,USA,US,300.73,366.42,44.66,25.77,,false,
2024-03-01 13:00:00,USA,USA,US,300.65,365.74,45.02,26.34,,false,
2024-03-01 14:00:00,USA,USA,US,295.56,359.66,46.27,27.58,,false,
2024-03-01 15:00:00,USA,USA,US,290.09,353.64,47.52,28.73,,false,
2024-03-01 16:00:00,USA,USA,US,286.86,349.8,48.35,29.43,,false,
2024-03-01 17:00:00,USA,USA,US,288.48,351.15,48.45,29.25,,false,
2024-03-01 18:00:00,USA,USA,US,287.66,350.11,48.7,29.3,,false,
2024-03-01 19:00:00,USA,USA,US,287.93,350.57,48.51,28.97,,false,
2024-03-01 20:00:00,USA,USA,US,287.99,351.07,48.19,28.64,,false,
2024-03-01 21:00:00,USA,USA,US,288.87,352.62,47.58,28.12,,false,
2024-03-01 22:00:00,USA,USA,US,288.41,352.28,47.41,28.15,,false,
2024-03-01 23:00:00,USA,USA,US,294.81,359.91,45.99,26.98,,false,
2024-03-02 00:00:00,USA,USA,US,308.49,375.4,43.45,24.6,,false,
2024-03-02 01:00:00,USA,USA,US,308.85,374.15,43.9,25.11,,false,
2024-03-02 02:00:00,USA,USA,US,304.35,368.61,44.78,25.67,,false,
2024-03-02 03:00:00,USA,USA,US,301.46,365.26,45.36,25.75,,false,
2024-03-02 04:00:00,USA,USA,US,298.18,361.45,46.11,25.84,,false,
2024-03-02 05:00:00,USA,USA,US,293.01,355.7,47.03,26.13,,false,
2024-03-02 06:00:00,USA,USA,US,288.66,350.93,47.71,26.21,,false,
2024-03-02 07:00:00,USA,USA,US,285.35,347.24,48.24,26.26,,false,
2024-03-02 08:00:00,USA,USA,US,283.83,345.42,48.49,26.19,,false,
2024-03-02 09:00:00,USA,USA,US,283.51,345.37,48.37,25.9,,false,
2024-03-02 10:00:00,USA,USA,US,289.92,352.69,47.26,24.84,,false,
2024-03-02 11:00:00,USA,USA,US,294.22,357.89,46.41,24.29,,false,
2024-03-02 12:00:00,USA,USA,US,297.32,361.61,45.9,24.33,,false,
2024-03-02 13:00:00,USA,USA,US,295.13,359.25,46.26,25.36,,false,
2024-03-02 14:00:00,USA,USA,US,286.56,349.64,47.94,27.46,,false,
2024-03-02 15:00:00,USA,USA,US,278.01,340.08,49.56,29.15,,false,
2024-03-02 16:00:00,USA,USA,US,270.24,330.96,51.08,30.62,,false,
2024-03-02 17:00:00,USA,USA,US,257.97,316.82,53.16,32.5,,false,
2024-03-02 18:00:00,USA,USA,US,246.94,303.96,55.11,34.26,,false,
2024-03-02 19:00:00,USA,USA,US,243.21,299.85,55.55,34.58,,false,
2024-03-02 20:00:00,USA,USA,US,241.71,298.23,55.68,34.65,,false,
2024-03-02 21:00:00,USA,USA,US,243.7,300.62,55.23,34.22,,false,
2024-03-02 22:00:00,USA,USA,US,251.98,310.12,53.69,32.84,,false,
2024-03-02 23:00:00,USA,USA,US,264.25,324.22,51.43,30.86,,false,
2024-03-03 00:00:00,USA,USA,US,277.66,339.2,49.17,28.97,,false,
2024-03-03 01:00:00,USA,USA,US,277.65,338.08,49.44,29.32,,false,
2024-03-03 02:00:00,USA,USA,US,272.26,332.0,50.33,30.1,,false,
2024-03-03 03:00:00,USA,USA,US,268.51,327.76,50.89,30.31,,false,
2024-03-03 04:00:00,USA,USA,US,265.44,323.91,51.6,30.45,,false,
2024-03-03 05:00:00,USA,USA,US,262.31,319.49,52.61,30.66,,false,
2024-03-03 06:00:00,USA,USA,US,259.98,316.7,53.23,30.58,,false,
2024-03-03 07:00:00,USA,USA,US,260.41,316.9,53.4,30.25,,false,
2024-03-03 08:00:00,USA,USA,US,259.85,316.38,53.48,30.03,,false,
2024-03-03 09:00:00,USA,USA,US,260.62,317.2,53.43,29.84,,false,
2024-03-03 10:00:00,USA,USA,US,260.97,317.69,53.32,29.78,,false,
2024-03-03 11:00:00,USA,USA,US,262.05,319.06,53.05,29.83,,false,
2024-03-03 12:00:00,USA,USA,US,262.52,319.57,53.05,30.32,,false,
2024-03-03 13:00:00,USA,USA,US,259.42,315.92,53.77,31.56,,false,
2024-03-03 14:00:00,USA,USA,US,252.19,307.88,55.1,33.38,,false,
2024-03-03 15:00:00,USA,USA,US,237.5,290.59,58.23,36.65,,false,
2024-03-03 16:00:00,USA,USA,US,228.36,279.72,60.18,38.52,,false,
2024-03-03 17:00:00,USA,USA,US,223.73,274.74,60.77,39.17,,false,
2024-03-03 18:00:00,USA,USA,US,224.32,275.38,60.64,39.1,,false,
2024-03-03 19:00:00,USA,USA,US,225.37,276.9,60.19,38.69,,false,
2024-03-03 20:00:00,USA,USA,US,228.26,280.68,59.29,37.87,,false,
2024-03-03 21:00:00,USA,USA,US,234.19,288.25,57.64,36.5,,false,
2024-03-03 22:00:00,USA,USA,US,243.24,299.36,55.51,34.72,,false,
2024-03-03 23:00:00,USA,USA,US,256.72,315.46,52.65,32.33,,false,
2024-03-04 00:00:00,USA,USA,US,274.42,335.24,49.77,30.0,,false,
2024-03-04 01:00:00,USA,USA,US,281.31,341.56,49.15,29.61,,false,
2024-03-04 02:00:00,USA,USA,US,278.25,337.32,49.94,29.99,,false,
2024-03-04 03:00:00,USA,USA,US,271.98,330.14,51.07,30.33,,false,
2024-03-04 04:00:00,USA,USA,US,265.87,323.21,52.13,30.49,,false,
2024-03-04 05:00:00,USA,USA,US,260.99,317.62,52.93,30.4,,false,
2024-03-04 06:00:00,USA,USA,US,256.05,312.5,53.66,30.39,,false,
2024-03-04 07:00:00,USA,USA,US,256.37,312.73,53.77,29.91,,false,
2024-03-04 08:00:00,USA,USA,US,258.93,315.73,53.26,29.21,,false,
2024-03-04 09:00:00,USA,USA,US,265.03,323.14,51.99,28.11,,false,
2024-03-04 10:00:00,USA,USA,US,274.11,334.15,50.06,26.86,,false,
2024-03-04 11:00:00,USA,USA,US,283.63,346.11,47.86,26.07,,false,
2024-03-04 12:00:00,USA,USA,US,286.71,350.05,47.15,26.48,,false,
2024-03-04 13:00:00,USA,USA,US,288.03,350.95,47.3,27.17,,false,
2024-03-04 14:00:00,USA,USA,US,284.42,346.55,48.32,28.53,,false,
2024-03-04 15:00:00,USA,USA,US,275.57,336.56,50.15,30.39,,false,
2024-03-04 16:00:00,USA,USA,US,266.52,326.14,51.86,32.14,,false,
2024-03-04 17:00:00,USA,USA,US,265.22,324.91,51.96,32.25,,false,
2024-03-04 18:00:00,USA,USA,US,267.54,327.79,51.37,31.77,,false,
2024-03-04 19:00:00,USA,USA,US,273.34,334.51,50.26,30.71,,false,
2024-03-04 20:00:00,USA,USA,US,279.01,341.19,49.12,29.61,,false,
2024-03-04 21:00:00,USA,USA,US,285.87,349.23,47.75,28.39,,false,
2024-03-04 22:00:00,USA,USA,US,296.1,361.06,45.86,26.67,,false,
2024-03-04 23:00:00,USA,USA,US,307.05,373.74,43.78,24.79,,false,
2024-03-05 00:00:00,USA,USA,US,318.26,386.44,41.8,23.09,,false,
2024-03-05 01:00:00,USA,USA,US,320.52,388.19,41.58,22.81,,false,
2024-03-05 02:00:00,USA,USA,US,318.57,384.76,42.25,23.05,,false,
2024-03-05 03:00:00,USA,USA,US,308.05,372.61,44.09,24.03,,false,
2024-03-05 04:00:00,USA,USA,US,297.52,360.1,46.13,25.11,,false,
2024-03-05 05:00:00,USA,USA,US,289.37,350.68,47.73,25.71,,false,
2024-03-05 06:00:00,USA,USA,US,287.3,348.98,47.94,25.13,,false,
2024-03-05 07:00:00,USA,USA,US,289.62,351.6,47.64,24.42,,false,
2024-03-05 08:00:00,USA,USA,US,296.46,359.1,46.72,23.25,,false,
2024-03-05 09:00:00,USA,USA,US,305.01,368.81,45.36,21.94,,false,
2024-03-05 10:00:00,USA,USA,US,313.41,379.08,43.5,20.59,,false,
2024-03-05 11:00:00,USA,USA,US,320.17,387.68,41.81,20.23,,false,
2024-03-05 12:00:00,USA,USA,US,322.15,390.53,41.16,20.73,,false,
2024-03-05 13:00:00,USA,USA,US,317.57,385.52,41.89,22.04,,false,
2024-03-05 14:00:00,USA,USA,US,309.26,376.5,43.24,23.78,,false,
2024-03-05 15:00:00,USA,USA,US,300.59,366.94,44.92,25.65,,false,
2024-03-05 16:00:00,USA,USA,US,295.37,360.92,45.98,26.67,,false,
2024-03-05 17:00:00,USA,USA,US,297.29,363.07,45.71,26.39,,false,
2024-03-05 18:00:00,USA,USA,US,297.16,363.05,45.59,26.22,,false,
2024-03-05 19:00:00,USA,USA,US,299.95,366.34,44.98,25.61,,false,
2024-03-05 20:00:00,USA,USA,US,302.79,369.83,44.23,24.85,,false,
2024-03-05 21:00:00,USA,USA,US,305.9,373.56,43.53,24.25,,false,
2024-03-05 22:00:00,USA,USA,US,307.31,375.42,43.04,23.89,,false,
2024-03-05 23:00:00,USA,USA,US,317.0,386.54,41.2,22.3,,false,
2024-03-06 00:00:00,USA,USA,US,331.13,402.05,39.05,20.32,,false,
2024-03-06 01:00:00,USA,USA,US,331.9,402.19,39.09,20.34,,false,
2024-03-06 02:00:00,USA,USA,US,329.7,399.25,39.57,20.41,,false,
2024-03-06 03:00:00,USA,USA,US,328.58,397.41,40.15,20.26,,false,
2024-03-06 04:00:00,USA,USA,US,326.5,394.5,40.84,19.98,,false,
2024-03-06 05:00:00,USA,USA,US,320.75,387.97,41.82,20.01,,false,
2024-03-06 06:00:00,USA,USA,US,315.69,382.46,42.6,20.02,,false,
2024-03-06 07:00:00,USA,USA,US,314.43,381.26,42.67,19.56,,false,
2024-03-06 08:00:00,USA,USA,US,314.99,381.98,42.52,19.19,,false,
2024-03-06 09:00:00,USA,USA,US,318.32,386.19,41.68,18.36,,false,
2024-03-06 10:00:00,USA,USA,US,324.71,393.79,40.44,17.62,,false,
2024-03-06 11:00:00,USA,USA,US,331.52,402.26,38.89,17.31,,false,
2024-03-06 12:00:00,USA,USA,US,335.9,406.78,38.48,18.05,,false,
2024-03-06 13:00:00,USA,USA,US,332.28,401.79,39.57,19.75,,false,
2024-03-06 14:00:00,USA,USA,US,324.1,392.13,41.22,21.77,,false,
2024-03-06 15:00:00,USA,USA,US,315.61,383.35,42.69,23.28,,false,
2024-03-06 16:00:00,USA,USA,US,299.77,365.21,45.57,26.2,,false,
2024-03-06 17:00:00,USA,USA,US,292.45,356.9,46.74,27.34,,false,
2024-03-06 18:00:00,USA,USA,US,295.08,359.83,46.29,26.94,,false,
2024-03-06 19:00:00,USA,USA,US,297.23,362.06,46.02,26.75,,false,
2024-03-06 20:00:00,USA,USA,US,298.64,363.8,45.64,26.37,,false,
2024-03-06 21:00:00,USA,USA,US,302.38,368.18,44.83,25.72,,false,
2024-03-06 22:00:00,USA,USA,US,306.87,373.56,43.76,24.8,,false,
2024-03-06 23:00:00,USA,USA,US,318.26,386.09,41.75,23.03,,false,
2024-03-07 00:00:00,USA,USA,US,324.41,393.53,40.23,21.48,,false,
2024-03-07 01:00:00,USA,USA,US,322.5,390.75,40.71,21.91,,false,
2024-03-07 02:00:00,USA,USA,US,314.94,381.72,42.13,22.93,,false,
2024-03-07 03:00:00,USA,USA,US,307.74,373.55,43.29,23.31,,false,
2024-03-07 04:00:00,USA,USA,US,302.43,366.92,44.58,23.6,,false,
2024-03-07 05:00:00,USA,USA,US,298.07,361.49,45.73,23.86,,false,
2024-03-07 06:00:00,USA,USA,US,298.86,362.63,45.57,22.98,,false,
2024-03-07 07:00:00,USA,USA,US,298.87,362.47,45.68,22.53,,false,
2024-03-07 08:00:00,USA,USA,US,299.71,363.47,45.48,22.01,,false,
2024-03-07 09:00:00,USA,USA,US,298.75,362.95,45.32,21.8,,false,
2024-03-07 10:00:00,USA,USA,US,301.55,366.7,44.53,21.55,,false,
2024-03-07 11:00:00,USA,USA,US,307.65,374.11,43.28,21.69,,false,
2024-03-07 12:00:00,USA,USA,US,309.9,376.59,43.11,22.64,,false,
2024-03-07 13:00:00,USA,USA,US,305.85,371.55,44.16,24.16,,false,
2024-03-07 14:00:00,USA,USA,US,300.6,365.6,45.13,25.39,,false,
2024-03-07 15:00:00,USA,USA,US,294.34,359.14,46.26,26.84,,false,
2024-03-07 16:00:00,USA,USA,US,287.19,350.96,47.59,28.2,,false,
2024-03-07 17:00:00,USA,USA,US,280.25,342.83,48.7,29.03,,false,
2024-03-07 18:00:00,USA,USA,US,284.5,347.51,48.01,28.29,,false,
2024-03-07 19:00:00,USA,USA,US,284.25,347.31,47.93,28.22,,false,
2024-03-07 20:00:00,USA,USA,US,283.17,346.41,47.78,28.07,,false,
2024-03-07 21:00:00,USA,USA,US,287.48,351.29,46.97,27.24,,false,
2024-03-07 22:00:00,USA,USA,US,295.88,360.97,45.42,25.74,,false,
2024-03-07 23:00:00,USA,USA,US,308.84,375.39,43.61,24.34,,false,
2024-03-08 00:00:00,USA,USA,US,316.77,384.08,42.44,23.55,,false,
2024-03-08 01:00:00,USA,USA,US,323.56,390.98,41.53,22.53,,false,
2024-03-08 02:00:00,USA,USA,US,325.24,391.99,41.58,22.25,,false,
2024-03-08 03:00:00,USA,USA,US,319.71,385.54,42.56,22.51,,false,
2024-03-08 04:00:00,USA,USA,US,312.85,377.65,43.77,22.95,,false,
2024-03-08 05:00:00,USA,USA,US,307.23,371.35,44.69,23.0,,false,
2024-03-08 06:00:00,USA,USA,US,306.27,370.19,45.05,22.62,,false,
2024-03-08 07:00:00,USA,USA,US,308.75,372.24,45.15,22.14,,false,
2024-03-08 08:00:00,USA,USA,US,306.31,369.32,45.61,22.34,,false,
2024-03-08 09:00:00,USA,USA,US,304.44,367.61,45.66,22.44,,false,
2024-03-08 10:00:00,USA,USA,US,306.37,370.33,45.1,22.27,,false,
2024-03-08 11:00:00,USA,USA,US,309.38,374.21,44.4,22.72,,false,
2024-03-08 12:00:00,USA,USA,US,311.73,376.8,44.18,23.48,,false,
2024-03-08 13:00:00,USA,USA,US,307.87,371.76,45.22,25.0,,false,
2024-03-08 14:00:00,USA,USA,US,296.06,358.57,47.15,27.28,,false,
2024-03-08 15:00:00,USA,USA,US,280.1,340.73,50.03,30.31,,false,
2024-03-08 16:00:00,USA,USA,US,268.84,327.58,52.23,32.44,,false,
2024-03-08 17:00:00,USA,USA,US,265.31,323.31,52.98,33.04,,false,
2024-03-08 18:00:00,USA,USA,US,264.98,322.9,53.02,33.07,,false,
2024-03-08 19:00:00,USA,USA,US,268.57,327.25,52.14,32.19,,false,
2024-03-08 20:00:00,USA,USA,US,271.49,331.1,51.22,31.25,,false,
2024-03-08 21:00:00,USA,USA,US,274.63,335.28,50.17,30.36,,false,
2024-03-08 22:00:00,USA,USA,US,276.37,337.55,49.58,29.94,,false,
2024-03-08 23:00:00,USA,USA,US,279.04,341.17,48.66,29.19,,false,
2024-03-09 00:00:00,USA,USA,US,286.29,349.13,47.54,28.13,,false,
2024-03-09 01:00:00,USA,USA,US,292.57,355.54,46.54,27.1,,false,
2024-03-09 02:00:00,USA,USA,US,291.74,353.86,46.99,27.35,,false,
2024-03-09 03:00:00,USA,USA,US,288.88,350.3,47.65,27.52,,false,
2024-03-09 04:00:00,USA,USA,US,287.45,348.15,48.19,27.41,,false,
2024-03-09 05:00:00,USA,USA,US,281.74,341.31,49.44,27.91,,false,
2024-03-09 06:00:00,USA,USA,US,279.23,338.24,50.06,27.84,,false,
2024-03-09 07:00:00,USA,USA,US,277.78,336.83,50.27,27.48,,false,
2024-03-09 08:00:00,USA,USA,US,276.63,335.73,50.32,27.15,,false,
2024-03-09 09:00:00,USA,USA,US,276.62,335.97,50.18,26.93,,false,
2024-03-09 10:00:00,USA,USA,US,278.09,338.3,49.56,26.43,,false,
2024-03-09 11:00:00,USA,USA,US,285.5,347.58,47.81,25.2,,false,
2024-03-09 12:00:00,USA,USA,US,295.45,359.14,46.07,24.11,,false,
2024-03-09 13:00:00,USA,USA,US,306.34,370.98,44.7,23.63,,false,
2024-03-09 14:00:00,USA,USA,US,307.14,371.82,44.8,24.42,,false,
2024-03-09 15:00:00,USA,USA,US,294.68,358.15,46.98,26.94,,false,
2024-03-09 16:00:00,USA,USA,US,284.29,346.42,48.89,28.91,,false,
2024-03-09 17:00:00,USA,USA,US,277.67,339.03,49.94,29.88,,false,
2024-03-09 18:00:00,USA,USA,US,274.9,336.1,50.24,30.0,,false,
2024-03-09 19:00:00,USA,USA,US,274.5,335.84,50.16,29.7,,false,
2024-03-09 20:00:00,USA,USA,US,275.94,337.43,49.91,29.32,,false,
2024-03-09 21:00:00,USA,USA,US,277.42,339.47,49.4,28.76,,false,
2024-03-09 22:00:00,USA,USA,US,281.07,344.31,48.36,27.79,,false,
2024-03-09 23:00:00,USA,USA,US,292.24,356.17,47.21,26.67,,false,
2024-03-10 00:00:00,USA,USA,US,320.92,390.19,40.98,20.98,,false,
2024-03-10 01:00:00,USA,USA,US,332.49,402.35,39.35,19.43,,false,
2024-03-10 02:00:00,USA,USA,US,332.82,402.27,39.3,19.21,,false,
2024-03-10 03:00:00,USA,USA,US,329.58,399.09,39.58,19.0,,false,
2024-03-10 04:00:00,USA,USA,US,324.77,393.36,40.42,19.22,,false,
2024-03-10 05:00:00,USA,USA,US,319.79,387.1,41.64,19.72,,false,
2024-03-10 06:00:00,USA,USA,US,316.58,383.77,42.11,19.75,,false,
2024-03-10 07:00:00,USA,USA,US,315.91,382.97,42.4,19.7,,false,
2024-03-10 08:00:00,USA,USA,US,315.82,382.52,42.59,19.68,,false,
2024-03-10 09:00:00,USA,USA,US,,,,,,,
2024-03-10 10:00:00,USA,USA,US,315.78,383.07,42.36,19.82,,false,
2024-03-10 11:00:00,USA,USA,US,315.08,382.45,42.37,20.35,,false,
2024-03-10 12:00:00,USA,USA,US,312.33,378.96,43.16,21.74,,false,
2024-03-10 13:00:00,USA,USA,US,298.71,363.22,45.79,24.79,,false,
2024-03-10 14:00:00,USA,USA,US,276.61,338.42,49.62,28.79,,false,
2024-03-10 15:00:00,USA,USA,US,266.59,326.82,51.67,30.74,,false,
2024-03-10 16:00:00,USA,USA,US,254.31,312.83,53.76,32.68,,false,
2024-03-10 17:00:00,USA,USA,US,246.9,304.09,55.16,33.9,,false,
2024-03-10 18:00:00,USA,USA,US,243.09,299.61,55.85,34.46,,false,
2024-03-10 19:00:00,USA,USA,US,241.92,298.35,55.94,34.38,,false,
2024-03-10 20:00:00,USA,USA,US,241.85,298.68,55.65,34.1,,false,
2024-03-10 21:00:00,USA,USA,US,246.72,304.77,54.43,33.06,,false,
2024-03-10 22:00:00,USA,USA,US,259.62,320.32,51.58,30.56,,false,
2024-03-10 23:00:00,USA,USA,US,281.04,345.27,47.53,27.12,,false,
2024-03-11 00:00:00,USA,USA,US,304.3,370.93,43.97,24.12,,false,
2024-03-11 01:00:00,USA,USA,US,306.84,372.73,43.9,24.23,,false,
2024-03-11 02:00:00,USA,USA,US,299.15,363.08,45.5,25.47,,false,
2024-03-11 03:00:00,USA,USA,US,290.67,353.04,47.14,26.39,,false,
2024-03-11 04:00:00,USA,USA,US,286.25,347.93,48.04,26.47,,false,
2024-03-11 05:00:00,USA,USA,US,285.59,347.13,48.28,26.16,,false,
2024-03-11 06:00:00,USA,USA,US,283.36,344.84,48.65,26.15,,false,
2024-03-11 07:00:00,USA,USA,US,281.62,342.98,48.92,26.4,,false,
2024-03-11 08:00:00,USA,USA,US,280.42,341.71,49.07,26.85,,false,
2024-03-11 09:00:00,USA,USA,US,283.66,346.22,48.02,26.54,,false,
2024-03-11 10:00:00,USA,USA,US,287.37,351.53,46.73,26.55,,false,
2024-03-11 11:00:00,USA,USA,US,295.14,360.71,45.32,26.34,,false,
2024-03-11 12:00:00,USA,USA,US,295.24,360.31,45.7,27.23,,false,
2024-03-11 13:00:00,USA,USA,US,280.31,342.28,48.8,30.3,,false,
2024-03-11 14:00:00,USA,USA,US,266.65,325.97,51.66,32.82,,false,
2024-03-11 15:00:00,USA,USA,US,257.56,315.82,53.67,34.46,,false,
2024-03-11 16:00:00,USA,USA,US,249.12,305.37,55.76,36.09,,false,
2024-03-11 17:00:00,USA,USA,US,240.32,295.35,57.26,37.19,,false,
2024-03-11 18:00:00,USA,USA,US,233.43,287.23,58.56,38.13,,false,
2024-03-11 19:00:00,USA,USA,US,229.35,282.2,59.41,38.76,,false,
2024-03-11 20:00:00,USA,USA,US,229.54,282.55,59.15,38.46,,false,
2024-03-11 21:00:00,USA,USA,US,232.85,287.06,57.98,37.45,,false,
2024-03-11 22:00:00,USA,USA,US,244.4,301.21,55.24,35.07,,false,
2024-03-11 23:00:00,USA,USA,US,259.69,319.56,51.93,32.22,,false,
2024-03-12 00:00:00,USA,USA,US,278.02,339.89,49.06,29.81,,false,
2024-03-12 01:00:00,USA,USA,US,282.69,344.17,48.42,29.07,,false,
2024-03-12 02:00:00,USA,USA,US,275.94,335.85,49.85,29.9,,false,
2024-03-12 03:00:00,USA,USA,US,269.27,327.88,51.17,30.37,,false,
2024-03-12 04:00:00,USA,USA,US,264.76,322.59,52.03,30.31,,false,
2024-03-12 05:00:00,USA,USA,US,264.98,322.92,52.05,29.65,,false,
2024-03-12 06:00:00,USA,USA,US,265.79,324.03,51.9,29.08,,false,
2024-03-12 07:00:00,USA,USA,US,262.09,319.97,52.48,29.36,,false,
2024-03-12 08:00:00,USA,USA,US,264.62,323.19,51.86,28.99,,false,
2024-03-12 09:00:00,USA,USA,US,269.07,328.76,50.9,28.69,,false,
2024-03-12 10:00:00,USA,USA,US,277.43,338.65,49.46,28.49,,false,
2024-03-12 11:00:00,USA,USA,US,287.73,350.68,47.62,27.86,,false,
2024-03-12 12:00:00,USA,USA,US,286.94,349.85,47.81,28.53,,false,
2024-03-12 13:00:00,USA,USA,US,272.29,332.03,50.89,31.52,,false,
2024-03-12 14:00:00,USA,USA,US,263.26,321.23,52.89,33.24,,false,
2024-03-12 15:00:00,USA,USA,US,258.36,315.48,54.3,34.16,,false,
2024-03-12 16:00:00,USA,USA,US,254.03,310.26,55.41,34.92,,false,
2024-03-12 17:00:00,USA,USA,US,253.94,309.69,55.77,35.11,,false,
2024-03-12 18:00:00,USA,USA,US,253.91,309.18,56.07,35.33,,false,
2024-03-12 19:00:00,USA,USA,US,254.5,310.03,55.77,35.0,,false,
2024-03-12 20:00:00,USA,USA,US,256.88,313.37,54.9,34.18,,false,
2024-03-12 21:00:00,USA,USA,US,263.21,321.25,53.33,32.79,,false,
2024-03-12 22:00:00,USA,USA,US,277.13,337.75,50.53,30.17,,false,
2024-03-12 23:00:00,USA,USA,US,295.52,359.27,46.94,26.82,,false,
2024-03-13 00:00:00,USA,USA,US,312.24,377.6,44.42,24.64,,false,
2024-03-13 01:00:00,USA,USA,US,314.38,379.13,44.23,24.23,,false,
2024-03-13 02:00:00,USA,USA,US,300.94,363.79,46.2,25.58,,false,
2024-03-13 03:00:00,USA,USA,US,290.63,351.36,48.24,26.76,,false,
2024-03-13 04:00:00,USA,USA,US,280.73,340.21,49.85,27.39,,false,
2024-03-13 05:00:00,USA,USA,US,272.4,331.03,51.22,27.93,,false,
2024-03-13 06:00:00,USA,USA,US,266.77,325.14,52.01,28.14,,false,
2024-03-13 07:00:00,USA,USA,US,266.87,325.41,51.9,27.77,,false,
2024-03-13 08:00:00,USA,USA,US,271.66,331.14,50.89,26.88,,false,
2024-03-13 09:00:00,USA,USA,US,278.12,339.23,49.33,26.03,,false,
2024-03-13 10:00:00,USA,USA,US,288.87,351.98,47.29,25.32,,false,
2024-03-13 11:00:00,USA,USA,US,298.18,362.61,45.83,25.12,,false,
2024-03-13 12:00:00,USA,USA,US,301.08,364.85,45.99,25.86,,false,
2024-03-13 13:00:00,USA,USA,US,287.99,349.16,48.68,28.59,,false,
2024-03-13 14:00:00,USA,USA,US,279.57,339.98,50.08,29.86,,false,
2024-03-13 15:00:00,USA,USA,US,274.63,334.52,51.37,30.99,,false,
2024-03-13 16:00:00,USA,USA,US,261.95,319.86,53.72,33.19,,false,
2024-03-13 17:00:00,USA,USA,US,258.04,315.43,54.3,33.66,,false,
2024-03-13 18:00:00,USA,USA,US,257.74,315.16,54.28,33.68,,false,
2024-03-13 19:00:00,USA,USA,US,256.96,314.46,54.17,33.62,,false,
2024-03-13 20:00:00,USA,USA,US,258.87,317.01,53.56,33.21,,false,
2024-03-13 21:00:00,USA,USA,US,265.5,324.55,52.41,32.33,,false,
2024-03-13 22:00:00,USA,USA,US,275.55,336.57,50.31,30.5,,false,
2024-03-13 23:00:00,USA,USA,US,284.83,347.69,48.26,28.63,,false,
2024-03-14 00:00:00,USA,USA,US,295.51,359.53,46.54,27.16,,false,
2024-03-14 01:00:00,USA,USA,US,300.26,364.15,45.74,26.17,,false,
2024-03-14 02:00:00,USA,USA,US,293.05,355.58,46.89,26.7,,false,
2024-03-14 03:00:00,USA,USA,US,282.77,343.68,48.57,27.54,,false,
2024-03-14 04:00:00,USA,USA,US,278.34,338.25,49.62,27.58,,false,
2024-03-14 05:00:00,USA,USA,US,277.29,336.93,50.0,27.06,,false,
2024-03-14 06:00:00,USA,USA,US,280.19,340.46,49.52,25.95,,false,
2024-03-14 07:00:00,USA,USA,US,279.92,340.41,49.45,25.47,,false,
2024-03-14 08:00:00,USA,USA,US,282.96,343.97,48.91,24.9,,false,
2024-03-14 09:00:00,USA,USA,US,289.26,351.69,47.49,24.14,,false,
2024-03-14 10:00:00,USA,USA,US,298.44,362.93,45.58,23.49,,false,
2024-03-14 11:00:00,USA,USA,US,307.69,373.69,44.01,23.14,,false,
2024-03-14 12:00:00,USA,USA,US,304.7,369.84,44.84,24.6,,false,
2024-03-14 13:00:00,USA,USA,US,288.46,350.3,48.11,28.09,,false,
2024-03-14 14:00:00,USA,USA,US,277.82,338.5,49.92,29.96,,false,
2024-03-14 15:00:00,USA,USA,US,268.7,329.2,51.22,31.28,,false,
2024-03-14 16:00:00,USA,USA,US,259.12,318.63,52.74,32.77,,false,
2024-03-14 17:00:00,USA,USA,US,259.9,319.5,52.57,32.66,,false,
2024-03-14 18:00:00,USA,USA,US,256.29,315.68,52.98,33.19,,false,
2024-03-14 19:00:00,USA,USA,US,255.6,315.39,52.77,33.04,,false,
2024-03-14 20:00:00,USA,USA,US,260.13,320.7,51.83,32.22,,false,
2024-03-14 21:00:00,USA,USA,US,268.02,330.0,50.27,30.87,,false,
2024-03-14 22:00:00,USA,USA,US,276.93,340.53,48.42,29.06,,false,
2024-03-14 23:00:00,USA,USA,US,283.88,348.26,47.23,27.87,,false,
2024-03-15 00:00:00,USA,USA,US,291.91,356.94,46.03,26.82,,false,
2024-03-15 01:00:00,USA,USA,US,295.08,359.71,45.53,26.13,,false,
2024-03-15 02:00:00,USA,USA,US,287.5,350.28,46.92,26.93,,false,
2024-03-15 03:00:00,USA,USA,US,280.2,341.41,48.39,27.57,,false,
