Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2024-01-01 00:00:00,USA,USA,US,367.18,437.08,36.97,17.11,,false,
2024-01-01 01:00:00,USA,USA,US,357.11,425.68,38.4,18.36,,false,
2024-01-01 02:00:00,USA,USA,US,353.93,422.37,38.78,18.33,,false,
2024-01-01 03:00:00,USA,USA,US,353.26,421.53,38.93,17.98,,false,
2024-01-01 04:00:00,USA,USA,US,356.92,425.61,38.42,17.06,,false,
2024-01-01 05:00:00,USA,USA,US,360.3,429.54,37.84,15.95,,false,
2024-01-01 06:00:00,USA,USA,US,363.26,433.07,37.22,15.02,,false,
2024-01-01 07:00:00,USA,USA,US,364.63,434.76,36.89,14.4,,false,
2024-01-01 08:00:00,USA,USA,US,365.98,436.44,36.48,13.81,,false,
2024-01-01 09:00:00,USA,USA,US,368.0,438.95,36.04,13.3,,false,
2024-01-01 10:00:00,USA,USA,US,372.36,443.77,35.46,12.86,,false,
2024-01-01 11:00:00,USA,USA,US,380.05,452.04,34.51,12.34,,false,
2024-01-01 12:00:00,USA,USA,US,382.77,454.91,34.28,12.57,,false,
2024-01-01 13:00:00,USA,USA,US,384.48,456.45,34.36,13.02,,false,
2024-01-01 14:00:00,USA,USA,US,379.32,450.59,35.36,14.39,,false,
2024-01-01 15:00:00,USA,USA,US,369.6,439.54,37.19,16.42,,false,
2024-01-01 16:00:00,USA,USA,US,364.65,433.62,38.45,17.81,,false,
2024-01-01 17:00:00,USA,USA,US,363.66,432.31,38.81,18.17,,false,
2024-01-01 18:00:00,USA,USA,US,359.64,428.04,39.28,18.61,,false,
2024-01-01 19:00:00,USA,USA,US,351.83,420.04,39.94,19.15,,false,
2024-01-01 20:00:00,USA,USA,US,347.18,415.32,40.32,19.54,,false,
2024-01-01 21:00:00,USA,USA,US,348.18,417.0,39.77,19.27,,false,
2024-01-01 22:00:00,USA,USA,US,357.94,427.82,38.22,18.31,,false,
2024-01-01 23:00:00,USA,USA,US,372.74,443.59,36.17,16.84,,false,
2024-01-02 00:00:00,USA,USA,US,373.92,444.76,35.86,16.82,,false,
2024-01-02 01:00:00,USA,USA,US,369.41,439.66,36.38,17.36,,false,
2024-01-02 02:00:00,USA,USA,US,364.96,434.87,36.95,17.72,,false,
2024-01-02 03:00:00,USA,USA,US,362.58,432.05,37.44,17.74,,false,
2024-01-02 04:00:00,USA,USA,US,357.16,426.03,38.3,18.07,,false,
2024-01-02 05:00:00,USA,USA,US,349.88,417.91,39.41,18.54,,false,
2024-01-02 06:00:00,USA,USA,US,345.4,413.49,39.74,18.49,,false,
2024-01-02 07:00:00,USA,USA,US,345.69,413.98,39.61,18.1,,false,
2024-01-02 08:00:00,USA,USA,US,346.63,415.54,39.12,17.57,,false,
2024-01-02 09:00:00,USA,USA,US,347.61,416.96,38.73,17.37,,false,
2024-01-02 10:00:00,USA,USA,US,351.37,421.22,38.14,17.36,,false,
2024-01-02 11:00:00,USA,USA,US,359.05,429.79,37.09,17.43,,false,
2024-01-02 12:00:00,USA,USA,US,367.16,438.34,36.32,17.69,,false,
2024-01-02 13:00:00,USA,USA,US,371.51,442.41,36.27,18.23,,false,
2024-01-02 14:00:00,USA,USA,US,364.27,433.61,37.73,19.78,,false,
2024-01-02 15:00:00,USA,USA,US,363.41,432.6,37.99,19.91,,false,
2024-01-02 16:00:00,USA,USA,US,358.79,427.35,39.04,20.66,,false,
2024-01-02 17:00:00,USA,USA,US,354.03,421.83,39.93,21.36,,false,
2024-01-02 18:00:00,USA,USA,US,354.32,422.35,39.77,20.98,,false,
2024-01-02 19:00:00,USA,USA,US,355.91,424.18,39.46,20.48,,false,
2024-01-02 20:00:00,USA,USA,US,358.32,427.22,38.8,19.7,,false,
2024-01-02 21:00:00,USA,USA,US,366.77,437.25,37.06,18.08,,false,
2024-01-02 22:00:00,USA,USA,US,377.08,449.13,35.26,16.74,,false,
2024-01-02 23:00:00,USA,USA,US,388.13,461.29,33.61,15.66,,false,
2024-01-03 00:00:00,USA,USA,US,394.49,468.09,32.63,14.82,,false,
2024-01-03 01:00:00,USA,USA,US,397.03,469.99,32.56,14.77,,false,
2024-01-03 02:00:00,USA,USA,US,402.03,475.35,31.98,13.84,,false,
2024-01-03 03:00:00,USA,USA,US,404.68,478.16,31.71,13.08,,false,
2024-01-03 04:00:00,USA,USA,US,404.7,478.28,31.74,12.49,,false,
2024-01-03 05:00:00,USA,USA,US,404.31,478.44,31.53,11.69,,false,
2024-01-03 06:00:00,USA,USA,US,405.12,479.63,31.35,11.15,,false,
2024-01-03 07:00:00,USA,USA,US,408.34,483.26,30.89,10.44,,false,
2024-01-03 08:00:00,USA,USA,US,409.2,484.11,30.88,10.39,,false,
2024-01-03 09:00:00,USA,USA,US,407.45,482.58,30.89,10.51,,false,
2024-01-03 10:00:00,USA,USA,US,406.94,482.47,30.68,10.71,,false,
2024-01-03 11:00:00,USA,USA,US,403.09,478.84,30.94,11.92,,false,
2024-01-03 12:00:00,USA,USA,US,401.57,477.31,31.14,13.02,,false,
2024-01-03 13:00:00,USA,USA,US,400.06,475.29,31.67,13.99,,false,
2024-01-03 14:00:00,USA,USA,US,395.05,469.35,32.71,15.0,,false,
2024-01-03 15:00:00,USA,USA,US,389.07,462.74,33.61,15.65,,false,
2024-01-03 16:00:00,USA,USA,US,383.47,456.67,34.42,16.24,,false,
2024-01-03 17:00:00,USA,USA,US,378.73,451.38,35.18,16.77,,false,
2024-01-03 18:00:00,USA,USA,US,377.52,450.31,35.22,16.65,,false,
2024-01-03 19:00:00,USA,USA,US,377.72,450.68,35.11,16.33,,false,
2024-01-03 20:00:00,USA,USA,US,380.82,454.36,34.47,15.55,,false,
2024-01-03 21:00:00,USA,USA,US,383.88,458.08,33.73,14.88,,false,
2024-01-03 22:00:00,USA,USA,US,390.97,466.27,32.44,14.05,,false,
2024-01-03 23:00:00,USA,USA,US,397.6,473.5,31.36,13.43,,false,
2024-01-04 00:00:00,USA,USA,US,396.38,471.54,31.77,13.96,,false,
2024-01-04 01:00:00,USA,USA,US,394.38,468.69,32.28,14.48,,false,
2024-01-04 02:00:00,USA,USA,US,390.54,464.58,32.84,14.63,,false,
2024-01-04 03:00:00,USA,USA,US,385.4,458.95,33.54,14.68,,false,
2024-01-04 04:00:00,USA,USA,US,382.84,456.19,33.85,14.36,,false,
2024-01-04 05:00:00,USA,USA,US,380.02,453.19,34.2,14.12,,false,
2024-01-04 06:00:00,USA,USA,US,379.76,453.01,34.15,13.64,,false,
2024-01-04 07:00:00,USA,USA,US,382.53,455.94,33.81,12.99,,false,
2024-01-04 08:00:00,USA,USA,US,384.73,457.95,33.77,12.85,,false,
2024-01-04 09:00:00,USA,USA,US,387.58,460.8,33.58,12.72,,false,
2024-01-04 10:00:00,USA,USA,US,390.62,464.17,33.19,12.71,,false,
2024-01-04 11:00:00,USA,USA,US,390.19,464.4,32.85,13.41,,false,
2024-01-04 12:00:00,USA,USA,US,389.12,463.2,33.11,14.6,,false,
2024-01-04 13:00:00,USA,USA,US,382.72,455.92,34.19,16.21,,false,
2024-01-04 14:00:00,USA,USA,US,370.61,442.09,36.22,18.32,,false,
2024-01-04 15:00:00,USA,USA,US,364.13,434.49,37.61,19.51,,false,
2024-01-04 16:00:00,USA,USA,US,357.82,426.99,39.05,20.73,,false,
2024-01-04 17:00:00,USA,USA,US,352.16,420.13,40.33,21.74,,false,
2024-01-04 18:00:00,USA,USA,US,352.05,419.68,40.57,21.79,,false,
2024-01-04 19:00:00,USA,USA,US,351.84,419.37,40.59,21.58,,false,
2024-01-04 20:00:00,USA,USA,US,352.71,420.38,40.36,21.24,,false,
2024-01-04 21:00:00,USA,USA,US,361.95,431.22,38.54,19.39,,false,
2024-01-04 22:00:00,USA,USA,US,375.37,446.5,36.28,17.68,,false,
2024-01-04 23:00:00,USA,USA,US,386.5,459.16,34.39,16.33,,false,
2024-01-05 00:00:00,USA,USA,US,389.53,462.36,33.79,16.0,,false,
2024-01-05 01:00:00,USA,USA,US,387.5,459.58,34.28,16.53,,false,
2024-01-05 02:00:00,USA,USA,US,386.78,458.48,34.52,16.5,,false,
2024-01-05 03:00:00,USA,USA,US,386.83,458.11,34.74,16.27,,false,
2024-01-05 04:00:00,USA,USA,US,384.23,455.28,35.3,16.26,,false,
2024-01-05 05:00:00,USA,USA,US,383.98,454.79,35.57,15.93,,false,
2024-01-05 06:00:00,USA,USA,US,385.51,456.35,35.43,15.43,,false,
2024-01-05 07:00:00,USA,USA,US,385.98,456.87,35.34,15.17,,false,
2024-01-05 08:00:00,USA,USA,US,384.44,455.01,35.68,15.46,,false,
2024-01-05 09:00:00,USA,USA,US,382.8,453.42,35.77,15.62,,false,
2024-01-05 10:00:00,USA,USA,US,382.33,453.63,35.44,15.67,,false,
2024-01-05 11:00:00,USA,USA,US,380.62,452.9,34.92,16.07,,false,
2024-01-05 12:00:00,USA,USA,US,379.44,451.9,35.01,17.02,,false,
2024-01-05 13:00:00,USA,USA,US,378.33,450.24,35.53,17.95,,false,
2024-01-05 14:00:00,USA,USA,US,372.53,443.22,36.69,19.09,,false,
2024-01-05 15:00:00,USA,USA,US,366.89,436.25,38.0,20.12,,false,
2024-01-05 16:00:00,USA,USA,US,362.51,430.76,39.16,20.89,,false,
2024-01-05 17:00:00,USA,USA,US,358.66,426.07,40.17,21.6,,false,
2024-01-05 18:00:00,USA,USA,US,355.28,421.79,41.02,22.23,,false,
2024-01-05 19:00:00,USA,USA,US,356.08,422.86,40.74,21.78,,false,
2024-01-05 20:00:00,USA,USA,US,358.56,425.88,40.1,21.02,,false,
2024-01-05 21:00:00,USA,USA,US,364.18,432.54,38.98,19.9,,false,
2024-01-05 22:00:00,USA,USA,US,370.53,440.27,37.64,18.99,,false,
2024-01-05 23:00:00,USA,USA,US,386.92,459.08,34.62,16.29,,false,
2024-01-06 00:00:00,USA,USA,US,393.66,466.53,33.38,15.06,,false,
2024-01-06 01:00:00,USA,USA,US,395.87,468.62,33.09,14.7,,false,
2024-01-06 02:00:00,USA,USA,US,398.6,471.46,32.83,14.06,,false,
2024-01-06 03:00:00,USA,USA,US,400.66,473.42,32.74,13.43,,false,
2024-01-06 04:00:00,USA,USA,US,399.88,472.27,33.03,13.12,,false,
2024-01-06 05:00:00,USA,USA,US,400.54,472.78,33.08,12.57,,false,
2024-01-06 06:00:00,USA,USA,US,400.16,472.56,33.08,12.08,,false,
2024-01-06 07:00:00,USA,USA,US,398.5,471.09,33.13,11.67,,false,
2024-01-06 08:00:00,USA,USA,US,397.78,470.41,33.16,11.39,,false,
2024-01-06 09:00:00,USA,USA,US,397.93,470.58,33.18,11.33,,false,
2024-01-06 10:00:00,USA,USA,US,397.65,470.24,33.24,11.49,,false,
2024-01-06 11:00:00,USA,USA,US,397.41,470.25,33.15,11.65,,false,
2024-01-06 12:00:00,USA,USA,US,396.96,469.92,33.14,12.13,,false,
2024-01-06 13:00:00,USA,USA,US,395.77,468.4,33.43,13.03,,false,
2024-01-06 14:00:00,USA,USA,US,387.24,458.42,35.0,15.18,,false,
2024-01-06 15:00:00,USA,USA,US,378.56,449.03,36.38,16.93,,false,
2024-01-06 16:00:00,USA,USA,US,371.69,441.06,37.91,18.56,,false,
2024-01-06 17:00:00,USA,USA,US,366.16,434.59,39.04,19.61,,false,
2024-01-06 18:00:00,USA,USA,US,359.96,427.89,39.85,20.23,,false,
2024-01-06 19:00:00,USA,USA,US,355.67,423.14,40.49,20.62,,false,
2024-01-06 20:00:00,USA,USA,US,351.88,418.84,41.05,21.08,,false,
2024-01-06 21:00:00,USA,USA,US,351.78,419.2,40.69,20.74,,false,
2024-01-06 22:00:00,USA,USA,US,360.89,429.89,38.82,19.12,,false,
2024-01-06 23:00:00,USA,USA,US,383.29,454.63,35.25,15.84,,false,
2024-01-07 00:00:00,USA,USA,US,390.41,462.37,34.18,14.92,,false,
2024-01-07 01:00:00,USA,USA,US,386.92,458.41,34.69,15.38,,false,
2024-01-07 02:00:00,USA,USA,US,381.77,452.64,35.39,15.69,,false,
2024-01-07 03:00:00,USA,USA,US,378.62,449.07,35.86,15.63,,false,
2024-01-07 04:00:00,USA,USA,US,377.6,447.69,36.17,15.44,,false,
2024-01-07 05:00:00,USA,USA,US,375.59,445.22,36.63,15.34,,false,
2024-01-07 06:00:00,USA,USA,US,373.79,443.37,36.82,15.06,,false,
2024-01-07 07:00:00,USA,USA,US,374.04,443.53,36.81,14.74,,false,
2024-01-07 08:00:00,USA,USA,US,375.18,444.92,36.52,14.29,,false,
2024-01-07 09:00:00,USA,USA,US,375.12,444.89,36.51,14.25,,false,
2024-01-07 10:00:00,USA,USA,US,375.12,444.68,36.69,14.55,,false,
2024-01-07 11:00:00,USA,USA,US,375.78,445.21,36.77,15.0,,false,
2024-01-07 12:00:00,USA,USA,US,373.98,443.2,37.11,15.83,,false,
2024-01-07 13:00:00,USA,USA,US,370.65,439.2,37.89,17.28,,false,
2024-01-07 14:00:00,USA,USA,US,356.38,422.85,40.45,20.37,,false,
2024-01-07 15:00:00,USA,USA,US,342.32,407.27,42.8,22.8,,false,
2024-01-07 16:00:00,USA,USA,US,333.37,396.89,44.61,24.58,,false,
2024-01-07 17:00:00,USA,USA,US,325.8,387.79,46.23,26.16,,false,
2024-01-07 18:00:00,USA,USA,US,324.53,385.99,46.63,26.4,,false,
2024-01-07 19:00:00,USA,USA,US,324.95,386.77,46.28,25.85,,false,
2024-01-07 20:00:00,USA,USA,US,325.68,387.86,45.95,25.42,,false,
2024-01-07 21:00:00,USA,USA,US,326.81,389.68,45.4,25.01,,false,
2024-01-07 22:00:00,USA,USA,US,330.82,394.83,44.35,24.44,,false,
2024-01-07 23:00:00,USA,USA,US,344.51,410.19,42.11,22.76,,false,
2024-01-08 00:00:00,USA,USA,US,354.71,421.04,40.6,21.55,,false,
2024-01-08 01:00:00,USA,USA,US,358.91,425.05,40.13,21.19,,false,
2024-01-08 02:00:00,USA,USA,US,356.98,422.86,40.43,21.21,,false,
2024-01-08 03:00:00,USA,USA,US,353.05,418.4,41.05,21.32,,false,
2024-01-08 04:00:00,USA,USA,US,348.44,413.31,41.72,21.37,,false,
2024-01-08 05:00:00,USA,USA,US,344.62,409.57,42.05,21.12,,false,
2024-01-08 06:00:00,USA,USA,US,343.8,409.27,41.94,20.61,,false,
2024-01-08 07:00:00,USA,USA,US,342.23,407.71,42.18,20.64,,false,
2024-01-08 08:00:00,USA,USA,US,340.84,406.18,42.37,20.82,,false,
2024-01-08 09:00:00,USA,USA,US,339.62,405.07,42.4,21.01,,false,
2024-01-08 10:00:00,USA,USA,US,340.93,406.72,42.1,21.23,,false,
2024-01-08 11:00:00,USA,USA,US,341.36,407.74,41.8,22.14,,false,
2024-01-08 12:00:00,USA,USA,US,342.6,408.99,41.81,23.15,,false,
2024-01-08 13:00:00,USA,USA,US,343.39,409.25,42.07,23.95,,false,
2024-01-08 14:00:00,USA,USA,US,341.32,406.17,42.8,24.76,,false,
2024-01-08 15:00:00,USA,USA,US,338.26,402.66,43.4,25.29,,false,
2024-01-08 16:00:00,USA,USA,US,331.56,395.0,44.68,26.36,,false,
2024-01-08 17:00:00,USA,USA,US,326.57,388.98,45.75,27.24,,false,
2024-01-08 18:00:00,USA,USA,US,325.85,388.36,45.68,27.01,,false,
2024-01-08 19:00:00,USA,USA,US,326.46,389.3,45.38,26.6,,false,
2024-01-08 20:00:00,USA,USA,US,326.33,389.46,45.16,26.28,,false,
2024-01-08 21:00:00,USA,USA,US,332.2,396.27,44.13,25.39,,false,
2024-01-08 22:00:00,USA,USA,US,337.31,401.92,43.39,25.15,,false,
2024-01-08 23:00:00,USA,USA,US,343.21,408.67,42.28,24.42,,false,
2024-01-09 00:00:00,USA,USA,US,348.13,413.74,41.39,23.68,,false,
2024-01-09 01:00:00,USA,USA,US,346.89,411.25,41.93,24.07,,false,
2024-01-09 02:00:00,USA,USA,US,345.99,410.28,42.12,23.89,,false,
2024-01-09 03:00:00,USA,USA,US,341.59,405.52,42.73,23.85,,false,
2024-01-09 04:00:00,USA,USA,US,335.15,398.62,43.61,24.01,,false,
2024-01-09 05:00:00,USA,USA,US,323.45,386.07,45.03,24.71,,false,
2024-01-09 06:00:00,USA,USA,US,316.87,379.19,45.76,24.92,,false,
2024-01-09 07:00:00,USA,USA,US,313.53,375.26,46.37,25.2,,false,
2024-01-09 08:00:00,USA,USA,US,309.95,370.95,47.1,25.76,,false,
2024-01-09 09:00:00,USA,USA,US,309.55,370.68,47.02,25.77,,false,
2024-01-09 10:00:00,USA,USA,US,313.7,376.02,45.95,25.18,,false,
2024-01-09 11:00:00,USA,USA,US,319.74,383.1,44.83,24.95,,false,
2024-01-09 12:00:00,USA,USA,US,327.93,391.82,43.98,25.14,,false,
2024-01-09 13:00:00,USA,USA,US,331.32,395.18,43.76,25.51,,false,
2024-01-09 14:00:00,USA,USA,US,327.65,390.82,44.46,26.55,,false,
2024-01-09 15:00:00,USA,USA,US,320.54,383.34,45.49,27.72,,false,
2024-01-09 16:00:00,USA,USA,US,314.87,377.17,46.57,28.76,,false,
2024-01-09 17:00:00,USA,USA,US,315.11,377.04,46.86,28.92,,false,
2024-01-09 18:00:00,USA,USA,US,315.3,377.36,46.77,28.64,,false,
2024-01-09 19:00:00,USA,USA,US,316.27,378.38,46.6,28.21,,false,
2024-01-09 20:00:00,USA,USA,US,315.14,377.37,46.54,27.96,,false,
2024-01-09 21:00:00,USA,USA,US,318.62,381.82,45.63,27.04,,false,
2024-01-09 22:00:00,USA,USA,US,330.32,395.57,43.35,25.02,,false,
2024-01-09 23:00:00,USA,USA,US,353.62,421.64,39.56,21.49,,false,
2024-01-10 00:00:00,USA,USA,US,364.8,433.6,37.93,19.98,,false,
2024-01-10 01:00:00,USA,USA,US,366.24,434.46,37.95,20.0,,false,
2024-01-10 02:00:00,USA,USA,US,363.25,430.96,38.58,20.34,,false,
2024-01-10 03:00:00,USA,USA,US,358.23,424.77,39.69,20.9,,false,
2024-01-10 04:00:00,USA,USA,US,348.07,413.2,41.35,21.86,,false,
2024-01-10 05:00:00,USA,USA,US,333.55,397.33,43.38,23.32,,false,
2024-01-10 06:00:00,USA,USA,US,323.68,386.54,44.73,24.19,,false,
2024-01-10 07:00:00,USA,USA,US,320.25,382.54,45.36,24.49,,false,
2024-01-10 08:00:00,USA,USA,US,320.3,382.55,45.42,24.48,,false,
2024-01-10 09:00:00,USA,USA,US,325.8,388.68,44.62,23.89,,false,
2024-01-10 10:00:00,USA,USA,US,331.33,394.98,43.75,23.52,,false,
2024-01-10 11:00:00,USA,USA,US,338.67,403.35,42.65,23.48,,false,
2024-01-10 12:00:00,USA,USA,US,344.78,409.73,42.18,24.12,,false,
2024-01-10 13:00:00,USA,USA,US,344.86,409.06,42.65,25.1,,false,
2024-01-10 14:00:00,USA,USA,US,334.47,396.74,44.61,27.09,,false,
2024-01-10 15:00:00,USA,USA,US,325.53,386.9,46.07,28.37,,false,
2024-01-10 16:00:00,USA,USA,US,321.24,382.28,47.03,29.08,,false,
2024-01-10 17:00:00,USA,USA,US,317.86,378.05,47.96,29.7,,false,
2024-01-10 18:00:00,USA,USA,US,317.91,377.99,47.99,29.54,,false,
2024-01-10 19:00:00,USA,USA,US,316.83,377.13,47.91,29.2,,false,
2024-01-10 20:00:00,USA,USA,US,319.33,380.61,47.11,28.15,,false,
2024-01-10 21:00:00,USA,USA,US,325.48,388.1,45.81,26.86,,false,
2024-01-10 22:00:00,USA,USA,US,338.14,402.93,43.38,24.79,,false,
2024-01-10 23:00:00,USA,USA,US,365.21,433.21,39.0,20.92,,false,
2024-01-11 00:00:00,USA,USA,US,378.21,446.59,37.41,19.63,,false,
2024-01-11 01:00:00,USA,USA,US,384.74,453.11,36.73,19.02,,false,
2024-01-11 02:00:00,USA,USA,US,386.35,454.39,36.84,18.85,,false,
2024-01-11 03:00:00,USA,USA,US,381.18,448.39,37.78,19.2,,false,
2024-01-11 04:00:00,USA,USA,US,373.41,439.68,38.96,19.71,,false,
2024-01-11 05:00:00,USA,USA,US,367.5,433.25,39.87,19.98,,false,
2024-01-11 06:00:00,USA,USA,US,363.86,429.52,40.24,19.96,,false,
2024-01-11 07:00:00,USA,USA,US,352.39,417.16,41.7,21.15,,false,
2024-01-11 08:00:00,USA,USA,US,347.1,411.48,42.31,21.69,,false,
2024-01-11 09:00:00,USA,USA,US,343.67,407.79,42.71,22.27,,false,
2024-01-11 10:00:00,USA,USA,US,343.81,408.44,42.4,22.46,,false,
2024-01-11 11:00:00,USA,USA,US,348.33,413.89,41.57,22.7,,false,
2024-01-11 12:00:00,USA,USA,US,355.34,421.61,40.64,22.8,,false,
2024-01-11 13:00:00,USA,USA,US,354.09,420.04,40.95,23.46,,false,
2024-01-11 14:00:00,USA,USA,US,344.52,408.48,42.84,25.19,,false,
2024-01-11 15:00:00,USA,USA,US,340.92,404.07,43.81,25.8,,false,
2024-01-11 16:00:00,USA,USA,US,333.35,395.77,45.34,26.89,,false,
2024-01-11 17:00:00,USA,USA,US,331.21,392.7,46.23,27.41,,false,
2024-01-11 18:00:00,USA,USA,US,331.83,392.92,46.45,27.23,,false,
2024-01-11 19:00:00,USA,USA,US,332.49,393.42,46.52,27.0,,false,
2024-01-11 20:00:00,USA,USA,US,335.38,396.68,46.03,26.3,,false,
2024-01-11 21:00:00,USA,USA,US,338.19,400.22,45.27,25.58,,false,
2024-01-11 22:00:00,USA,USA,US,342.96,406.35,43.89,24.61,,false,
2024-01-11 23:00:00,USA,USA,US,353.43,417.98,42.31,23.64,,false,
2024-01-12 00:00:00,USA,USA,US,363.42,428.85,40.66,22.24,,false,
2024-01-12 01:00:00,USA,USA,US,363.24,428.28,40.68,22.28,,false,
2024-01-12 02:00:00,USA,USA,US,356.86,421.1,41.68,23.03,,false,
2024-01-12 03:00:00,USA,USA,US,354.04,417.74,42.26,23.06,,false,
2024-01-12 04:00:00,USA,USA,US,346.88,409.36,43.49,23.63,,false,
2024-01-12 05:00:00,USA,USA,US,343.68,405.39,44.15,23.65,,false,
2024-01-12 06:00:00,USA,USA,US,342.39,403.85,44.4,23.43,,false,
2024-01-12 07:00:00,USA,USA,US,341.54,403.12,44.48,23.15,,false,
2024-01-12 08:00:00,USA,USA,US,340.73,402.26,44.58,23.08,,false,
2024-01-12 09:00:00,USA,USA,US,338.07,399.11,45.04,23.62,,false,
2024-01-12 10:00:00,USA,USA,US,339.06,400.64,44.63,23.75,,false,
2024-01-12 11:00:00,USA,USA,US,339.06,401.07,44.37,24.6,,false,
2024-01-12 12:00:00,USA,USA,US,344.56,407.44,43.46,24.67,,false,
2024-01-12 13:00:00,USA,USA,US,349.2,412.19,43.04,24.71,,false,
2024-01-12 14:00:00,USA,USA,US,344.59,406.68,44.05,25.83,,false,
2024-01-12 15:00:00,USA,USA,US,332.06,392.72,46.16,27.92,,false,
2024-01-12 16:00:00,USA,USA,US,320.27,379.61,48.21,29.82,,false,
2024-01-12 17:00:00,USA,USA,US,317.34,376.19,48.79,30.29,,false,
2024-01-12 18:00:00,USA,USA,US,319.01,378.15,48.45,29.87,,false,
2024-01-12 19:00:00,USA,USA,US,322.41,381.89,47.89,29.13,,false,
2024-01-12 20:00:00,USA,USA,US,323.14,383.12,47.47,28.69,,false,
2024-01-12 21:00:00,USA,USA,US,324.89,385.72,46.72,27.94,,false,
2024-01-12 22:00:00,USA,USA,US,331.8,394.14,45.16,26.68,,false,
2024-01-12 23:00:00,USA,USA,US,350.17,415.1,41.92,23.72,,false,
2024-01-13 00:00:00,USA,USA,US,367.68,433.75,39.52,21.42,,false,
2024-01-13 01:00:00,USA,USA,US,366.84,432.27,39.75,21.59,,false,
2024-01-13 02:00:00,USA,USA,US,362.98,427.85,40.35,21.92,,false,
2024-01-13 03:00:00,USA,USA,US,361.99,426.36,40.76,21.88,,false,
2024-01-13 04:00:00,USA,USA,US,358.87,422.33,41.55,22.23,,false,
2024-01-13 05:00:00,USA,USA,US,354.89,416.81,42.9,22.98,,false,
2024-01-13 06:00:00,USA,USA,US,351.44,412.56,43.76,23.34,,false,
2024-01-13 07:00:00,USA,USA,US,346.92,407.3,44.67,23.89,,false,
2024-01-13 08:00:00,USA,USA,US,341.51,401.28,45.44,24.46,,false,
2024-01-13 09:00:00,USA,USA,US,342.0,402.07,45.23,24.3,,false,
2024-01-13 10:00:00,USA,USA,US,343.18,403.49,44.99,24.28,,false,
2024-01-13 11:00:00,USA,USA,US,347.69,408.91,44.16,24.05,,false,
2024-01-13 12:00:00,USA,USA,US,352.81,415.01,43.21,23.77,,false,
2024-01-13 13:00:00,USA,USA,US,354.05,416.01,43.37,24.53,,false,
2024-01-13 14:00:00,USA,USA,US,342.94,403.83,45.06,26.64,,false,
2024-01-13 15:00:00,USA,USA,US,336.17,395.6,46.84,28.49,,false,
2024-01-13 16:00:00,USA,USA,US,333.2,390.78,48.58,30.09,,false,
2024-01-13 17:00:00,USA,USA,US,327.81,384.52,49.56,30.71,,false,
2024-01-13 18:00:00,USA,USA,US,325.94,382.45,49.78,30.59,,false,
2024-01-13 19:00:00,USA,USA,US,323.02,379.58,49.91,30.41,,false,
2024-01-13 20:00:00,USA,USA,US,324.88,382.17,49.31,29.73,,false,
2024-01-13 21:00:00,USA,USA,US,336.8,395.9,47.23,27.77,,false,
2024-01-13 22:00:00,USA,USA,US,348.68,409.37,45.22,26.22,,false,
2024-01-13 23:00:00,USA,USA,US,357.49,419.25,43.82,25.48,,false,
2024-01-14 00:00:00,USA,USA,US,368.97,432.08,41.85,23.84,,false,
2024-01-14 01:00:00,USA,USA,US,372.86,435.92,41.38,23.52,,false,
2024-01-14 02:00:00,USA,USA,US,373.27,435.98,41.62,23.67,,false,
2024-01-14 03:00:00,USA,USA,US,376.11,438.88,41.33,23.08,,false,
2024-01-14 04:00:00,USA,USA,US,376.39,438.89,41.48,22.78,,false,
2024-01-14 05:00:00,USA,USA,US,377.77,440.15,41.51,22.37,,false,
2024-01-14 06:00:00,USA,USA,US,379.34,442.12,41.2,21.73,,false,
2024-01-14 07:00:00,USA,USA,US,382.64,445.54,40.92,21.32,,false,
2024-01-14 08:00:00,USA,USA,US,387.73,450.84,40.47,20.83,,false,
2024-01-14 09:00:00,USA,USA,US,394.98,458.69,39.59,20.06,,false,
2024-01-14 10:00:00,USA,USA,US,397.9,462.21,38.95,19.66,,false,
2024-01-14 11:00:00,USA,USA,US,399.12,464.4,38.22,19.37,,false,
2024-01-14 12:00:00,USA,USA,US,402.36,468.66,37.41,19.08,,false,
2024-01-14 13:00:00,USA,USA,US,402.43,469.07,37.28,19.43,,false,
2024-01-14 14:00:00,USA,USA,US,391.84,456.92,39.07,21.33,,false,
2024-01-14 15:00:00,USA,USA,US,382.04,446.59,40.29,22.42,,false,
2024-01-14 16:00:00,USA,USA,US,371.93,435.36,41.9,23.96,,false,
2024-01-14 17:00:00,USA,USA,US,370.49,433.45,42.39,24.49,,false,
2024-01-14 18:00:00,USA,USA,US,369.75,432.69,42.47,24.45,,false,
2024-01-14 19:00:00,USA,USA,US,367.53,430.28,42.77,24.57,,false,
2024-01-14 20:00:00,USA,USA,US,368.09,431.29,42.43,24.14,,false,
2024-01-14 21:00:00,USA,USA,US,376.33,441.08,40.86,22.77,,false,
2024-01-14 22:00:00,USA,USA,US,388.91,455.71,38.62,20.95,,false,
2024-01-14 23:00:00,USA,USA,US,398.03,466.36,36.84,19.69,,false,
2024-01-15 00:00:00,USA,USA,US,406.35,475.91,35.33,18.42,,false,
2024-01-15 01:00:00,USA,USA,US,404.85,473.77,35.63,18.82,,false,
